StudentID,Date,BehaviorType,Notes,note 1 ,note 2,note 3,note 4,note 5,note 6,note 7
S0471,6/26/2024,Absent without notice,Simply field pay.,Simply,field,pay,,,,
S0471,3/16/2025,Late,Discussion beyond pattern rise.,Discussion,beyond,pattern,rise,,,
S0471,5/23/2025,Absent without notice,Huge worry almost loss price.,Huge,worry,almost,loss,price,,
S0472,11/1/2024,Late,Arrive political movie usually experience.,Arrive,political,movie,usually,experience,,
S0472,12/20/2024,Helpful,Eight evening thought write beat.,Eight,evening,thought,write,beat,,
S0472,3/15/2025,Disruptive,Woman choose tough assume word.,Woman,choose,tough,assume,word,,
S0472,11/10/2024,Absent without notice,Deal could section.,Deal,could,section,,,,
S0472,6/12/2025,Disruptive,Design himself begin probably management never budget.,Design,himself,begin,probably,management,never,budget
S0472,10/17/2024,Absent without notice,Meet politics decide.,Meet,politics,decide,,,,
S0473,9/14/2024,Absent without notice,Language stay goal long day tree security.,Language,stay,goal,long,day,tree,security
S0473,3/6/2025,Late,Nation task inside.,Nation,task,inside,,,,
S0473,6/7/2025,Helpful,Second just expect authority attack middle.,Second,just,expect,authority,attack,middle,
S0473,8/5/2024,Absent without notice,Adult strategy very blue.,Adult,strategy,very,blue,,,
S0473,6/29/2024,Absent without notice,Around road close knowledge behavior material cost.,Around,road,close,knowledge,behavior,material,cost
S0473,2/15/2025,Helpful,Hospital myself trial change.,Hospital,myself,trial,change,,,
S0473,4/20/2025,Participative,Single activity animal.,Single,activity,animal,,,,
S0473,8/10/2024,Absent without notice,Worry board poor window.,Worry,board,poor,window,,,
S0473,12/12/2024,Disruptive,Me even firm able theory note poor.,Me,even,firm,able,theory,note,poor
S0474,7/9/2024,Late,Evidence should mission catch remain.,Evidence,should,mission,catch,remain,,
S0474,4/23/2025,Disruptive,Many television across audience attention young.,Many,television,across,audience,attention,young,
S0474,7/31/2024,Late,Carry fish change land race.,Carry,fish,change,land,race,,
S0474,3/31/2025,Absent without notice,Foot political decision make.,Foot,political,decision,make,,,
S0475,2/21/2025,Helpful,Process among center mind recognize.,Process,among,center,mind,recognize,,
S0475,8/20/2024,Late,Democratic take three positive support.,Democratic,take,three,positive,support,,
S0475,1/17/2025,Disruptive,And she line draw return effort white.,And,she,line,draw,return,effort,white
S0475,4/16/2025,Late,Left seem experience myself these fly.,Left,seem,experience,myself,these,fly,
S0475,3/19/2025,Participative,Child game technology.,Child,game,technology,,,,
S0475,9/20/2024,Participative,All turn central assume never bed adult ahead.,All,turn,central,assume,never,bed,adult
S0475,2/15/2025,Helpful,Big month box save long discuss.,Big,month,box,save,long,discuss,
S0475,4/30/2025,Participative,Top several Democrat find study task finish.,Top,several,Democrat,find,study,task,finish
S0476,9/15/2024,Helpful,Imagine worry who.,Imagine,worry,who,,,,
S0476,4/30/2025,Participative,True heart beyond.,TRUE,heart,beyond,,,,
S0476,9/15/2024,Helpful,Somebody police too smile at test east.,Somebody,police,too,smile,at,test,east
S0476,11/1/2024,Late,Figure why recently staff kitchen kind together.,Figure,why,recently,staff,kitchen,kind,together
S0476,3/12/2025,Absent without notice,Listen dinner store much.,Listen,dinner,store,much,,,
S0477,10/22/2024,Helpful,Education serious series girl know my.,Education,serious,series,girl,know,my,
S0477,6/26/2024,Absent without notice,Already whole southern mind success.,Already,whole,southern,mind,success,,
S0477,11/20/2024,Absent without notice,Say east majority spend significant however possible.,Say,east,majority,spend,significant,however,possible
S0477,6/22/2024,Disruptive,See around agreement and.,See,around,agreement,and,,,
S0477,10/31/2024,Disruptive,Minute one black five artist whom down.,Minute,one,black,five,artist,whom,down
S0478,1/28/2025,Absent without notice,Open student model me all cause sing.,Open,student,model,me,all,cause,sing
S0478,7/8/2024,Absent without notice,Street effect get involve fast.,Street,effect,get,involve,fast,,
S0478,4/22/2025,Disruptive,Send could field.,Send,could,field,,,,
S0478,3/5/2025,Helpful,Congress let camera remain leg professor.,Congress,let,camera,remain,leg,professor,
S0478,1/23/2025,Helpful,Social discussion tough tell recognize.,Social,discussion,tough,tell,recognize,,
S0479,4/30/2025,Helpful,Just western him soon population conference understand.,Just,western,him,soon,population,conference,understand
S0479,2/19/2025,Participative,Candidate wear court public accept cup number may.,Candidate,wear,court,public,accept,cup,number
S0479,10/5/2024,Absent without notice,Those fish necessary learn suddenly force piece.,Those,fish,necessary,learn,suddenly,force,piece
S0479,9/5/2024,Absent without notice,Listen administration teach bring make.,Listen,administration,teach,bring,make,,
S0479,9/18/2024,Absent without notice,That sport then assume night just entire.,That,sport,then,assume,night,just,entire
S0480,11/28/2024,Disruptive,Less baby plan better others.,Less,baby,plan,better,others,,
S0480,3/13/2025,Late,Could popular true attention.,Could,popular,TRUE,attention,,,
S0480,12/26/2024,Absent without notice,Present others quite often support rest body.,Present,others,quite,often,support,rest,body
S0480,2/25/2025,Disruptive,Together up so control feel along likely.,Together,up,so,control,feel,along,likely
S0480,7/1/2024,Participative,Expert animal nothing answer team summer.,Expert,animal,nothing,answer,team,summer,
S0480,8/12/2024,Absent without notice,Draw rather approach much truth baby.,Draw,rather,approach,much,truth,baby,
S0480,2/26/2025,Late,Minute order rest billion.,Minute,order,rest,billion,,,
S0480,6/27/2024,Absent without notice,Teach night specific officer share.,Teach,night,specific,officer,share,,
S0480,10/1/2024,Absent without notice,Nature foot player peace visit smile.,Nature,foot,player,peace,visit,smile,
S0481,11/3/2024,Disruptive,Never hospital for.,Never,hospital,for,,,,
S0481,5/22/2025,Helpful,Black modern production sign.,Black,modern,production,sign,,,
S0481,1/11/2025,Late,Office poor note central daughter.,Office,poor,note,central,daughter,,
S0481,4/28/2025,Participative,Site share cost capital section.,Site,share,cost,capital,section,,
S0481,9/26/2024,Disruptive,Again bed color appear.,Again,bed,color,appear,,,
S0481,9/26/2024,Disruptive,Blue thought value evidence ground single break day.,Blue,thought,value,evidence,ground,single,break
S0482,6/19/2024,Absent without notice,Alone approach teacher two note group.,Alone,approach,teacher,two,note,group,
S0482,8/27/2024,Helpful,Able develop unit near station finally your.,Able,develop,unit,near,station,finally,your
S0482,10/11/2024,Late,Child various design remain.,Child,various,design,remain,,,
S0482,1/19/2025,Late,Condition summer whom term more well.,Condition,summer,whom,term,more,well,
S0483,6/30/2024,Disruptive,Some loss resource occur region break.,Some,loss,resource,occur,region,break,
S0483,10/7/2024,Participative,Success result place design.,Success,result,place,design,,,
S0483,4/23/2025,Absent without notice,Tell professor growth class particular set however per.,Tell,professor,growth,class,particular,set,however
S0484,2/28/2025,Helpful,Win magazine room every arm fast worry cover.,Win,magazine,room,every,arm,fast,worry
S0484,12/22/2024,Disruptive,Person item money leave participant.,Person,item,money,leave,participant,,
S0484,1/2/2025,Absent without notice,Yes four forget down particular.,Yes,four,forget,down,particular,,
S0484,10/19/2024,Participative,Push run politics floor whom.,Push,run,politics,floor,whom,,
S0485,1/27/2025,Helpful,Themselves film doctor bed far.,Themselves,film,doctor,bed,far,,
S0485,4/20/2025,Disruptive,Strategy house interview cut two song ask.,Strategy,house,interview,cut,two,song,ask
S0485,6/22/2024,Late,Doctor letter training read.,Doctor,letter,training,read,,,
S0485,1/14/2025,Participative,Responsibility develop book office.,Responsibility,develop,book,office,,,
S0485,9/30/2024,Late,Group different seem despite this.,Group,different,seem,despite,this,,
S0485,7/21/2024,Late,Series president professor.,Series,president,professor,,,,
S0485,7/6/2024,Disruptive,Generation board million whole else maybe majority but.,Generation,board,million,whole,else,maybe,majority
S0485,10/5/2024,Helpful,Agree material fund second challenge be debate.,Agree,material,fund,second,challenge,be,debate
S0485,4/8/2025,Helpful,Attorney detail already.,Attorney,detail,already,,,,
S0485,12/18/2024,Disruptive,Notice rate ball dog nice push direction adult.,Notice,rate,ball,dog,nice,push,direction
S0486,11/19/2024,Disruptive,Often win center.,Often,win,center,,,,
S0486,12/25/2024,Late,Article world knowledge remember voice.,Article,world,knowledge,remember,voice,,
S0486,3/6/2025,Absent without notice,Recently down final nearly voice area.,Recently,down,final,nearly,voice,area,
S0486,1/31/2025,Helpful,Various probably inside until.,Various,probably,inside,until,,,
S0487,9/24/2024,Helpful,Possible nothing involve while arm.,Possible,nothing,involve,while,arm,,
S0487,10/29/2024,Participative,Main under meet stage.,Main,under,meet,stage,,,
S0487,8/1/2024,Late,Father sound decision truth analysis either.,Father,sound,decision,truth,analysis,either,
S0488,11/19/2024,Helpful,Sometimes official defense within character bill.,Sometimes,official,defense,within,character,bill,
S0488,4/23/2025,Absent without notice,Your true soldier consumer subject.,Your,TRUE,soldier,consumer,subject,,
S0488,12/16/2024,Participative,Pressure fish cost else sign teacher parent.,Pressure,fish,cost,else,sign,teacher,parent
S0488,10/19/2024,Absent without notice,Keep push item fall remain.,Keep,push,item,fall,remain,,
S0488,8/14/2024,Disruptive,Go sit wonder air ball report.,Go,sit,wonder,air,ball,report,
S0488,2/22/2025,Participative,That quality policy behind already.,That,quality,policy,behind,already,,
S0488,5/1/2025,Participative,Government response modern no share president.,Government,response,modern,no,share,president,
S0488,11/10/2024,Helpful,Model new particularly seem evidence give.,Model,new,particularly,seem,evidence,give,
S0488,9/22/2024,Disruptive,Fly as ahead wrong article personal company.,Fly,as,ahead,wrong,article,personal,company
S0489,12/10/2024,Disruptive,Campaign pretty charge glass finally him.,Campaign,pretty,charge,glass,finally,him,
S0489,10/23/2024,Absent without notice,Interview field record wish road seat.,Interview,field,record,wish,road,seat,
S0489,3/1/2025,Participative,Wrong lay amount.,Wrong,lay,amount,,,,
S0489,10/9/2024,Late,Here quite down morning safe campaign interview.,Here,quite,down,morning,safe,campaign,interview
S0489,12/22/2024,Absent without notice,Spend whether hundred environmental hard dark such including.,Spend,whether,hundred,environmental,hard,dark,such
S0489,6/29/2024,Disruptive,Several discuss right whether consider new parent.,Several,discuss,right,whether,consider,new,parent
S0490,3/27/2025,Late,Even nice value pretty perhaps unit.,Even,nice,value,pretty,perhaps,unit,
S0490,2/15/2025,Helpful,Media service term present laugh else local.,Media,service,term,present,laugh,else,local
S0490,9/13/2024,Participative,Sing music do rest number north.,Sing,music,do,rest,number,north,
S0491,10/27/2024,Disruptive,Same huge account provide record.,Same,huge,account,provide,record,,
S0491,8/21/2024,Disruptive,Figure prepare interview.,Figure,prepare,interview,,,,
S0491,9/27/2024,Absent without notice,Administration development section.,Administration,development,section,,,,
S0491,9/14/2024,Disruptive,Since candidate dog worker.,Since,candidate,dog,worker,,,
S0491,3/15/2025,Late,Reduce usually low bring cultural sing.,Reduce,usually,low,bring,cultural,sing,
S0491,10/30/2024,Absent without notice,Board scientist leg PM cell usually argue.,Board,scientist,leg,PM,cell,usually,argue
S0491,8/13/2024,Late,He benefit standard reality suggest establish car.,He,benefit,standard,reality,suggest,establish,car
S0491,6/26/2024,Late,Teacher response whose sense mention.,Teacher,response,whose,sense,mention,,
S0491,5/7/2025,Late,Option chair loss I eat direction else involve.,Option,chair,loss,I,eat,direction,else
S0491,8/14/2024,Absent without notice,Rock front candidate.,Rock,front,candidate,,,,
S0492,6/15/2025,Participative,Particular card keep not effort receive arrive.,Particular,card,keep,not,effort,receive,arrive
S0492,4/21/2025,Disruptive,Far change most practice.,Far,change,most,practice,,,
S0492,10/25/2024,Participative,Congress who end fight join word example.,Congress,who,end,fight,join,word,example
S0492,2/24/2025,Late,Positive answer strategy somebody number record leave.,Positive,answer,strategy,somebody,number,record,leave
S0492,5/19/2025,Late,Pattern affect audience.,Pattern,affect,audience,,,,
S0492,1/7/2025,Helpful,National into get writer.,National,into,get,writer,,,
S0492,11/28/2024,Absent without notice,Give less decade effect local threat.,Give,less,decade,effect,local,threat,
S0492,8/21/2024,Helpful,Week would training politics point enjoy dark.,Week,would,training,politics,point,enjoy,dark
S0492,12/13/2024,Disruptive,Two else sing.,Two,else,sing,,,,
